"video_id","question","choices","answer","correct_choice","pred_answer","pred_choice","qa_acc","task"
369,"What kind of lighting condition is present right now in the video?","['Daylight.', 'Dusk.', 'Nighttime.', 'Dawn.']","Nighttime.","C","C) Nighttime.","C",100.0,"Attribute Recognition"
369,"What type of traffic signal is present right now?","['A green light.', 'A yellow light.', 'A flashing light.', 'A red light.']","A red light.","D","D) A red light.","D",100.0,"Attribute Recognition"
369,"What type of vehicle is visible directly ahead the camera right now?","['A sedan.', 'A motorcycle.', 'A truck.', 'A bicycle.']","A truck.","C","C) A truck.","C",100.0,"Object Recognition"
369,"What is the color of the other bus visible right now?","['Red.', 'Green.', 'Yellow.', 'Blue.']","Yellow.","C","C) Yellow.","C",100.0,"Attribute Recognition"
369,"What is mounted on the dashboard right now?","['A phone with GPS application.', 'A radio receiver.', 'An air freshener.', 'A digital clock.']","A phone with GPS application.","A","A) A phone with GPS application.","A",100.0,"Object Recognition"
370,"What is the character on the ground doing right now?","['Lying motionless.', 'Beginning to stand up.', 'Running away.', 'Adjusting their goggles.']","Beginning to stand up.","B","A) Lying motionless.","A",0.0,"Action Recognition"
370,"What is the vehicle doing right now?","['Making a left turn.', 'Approaching the exit road.', 'Passing yellow barriers.', 'Driving through parking zones.']","Approaching the exit road.","B","B) Approaching the exit road.","B",100.0,"Action Recognition"
370,"What did the vehicle do just now?","['Stopped at a red light.', 'Turned left onto another street.', 'Continued along the new street.', 'Reversed into a parking space.']","Continued along the new street.","C","A) Stopped at a red light.","A",0.0,"Action Recognition"
370,"What did the truck do just now?","['Approached a bend to the right on a highway.', 'Exited the main highway and steered onto an exit lane.', 'Entered a less busy road bordered by greenery.', 'Passed a red car traveling at a similar pace.']","Entered a less busy road bordered by greenery.","C","B) Exited the main highway and steered onto an exit lane.","B",0.0,"Action Recognition"
370,"What is the person wearing a safety vest and headphones doing right now?","['Walking to the rear of the parked van.', 'Reversing the van into the parking area.', 'Operating the control panel.', 'Standing quietly.']","Walking to the rear of the parked van.","A","B) Reversing the van into the parking area.","B",0.0,"Action Recognition"
371,"What did the hands do just now?","['Picked up the gold star.', 'Folded a pink star.', 'Arranged the stars in a line.', 'Removed the silver star.']","Picked up the gold star.","A","A) Picked up the gold star.","A",100.0,"Action Recognition"
371,"What is the person doing right now?","['Folding the paper along the creases.', 'Cutting the paper.', 'Painting the paper.', 'Decorating the paper with colors.']","Folding the paper along the creases.","A","A) Folding the paper along the creases.","A",100.0,"Action Recognition"
371,"What is the person doing right now?","['Applying glue to the hollow center edges of the star.', 'Rotating the star ornament to show its side profile.', 'Holding one star in front of another.', 'Placing the star ornament flat on the grid mat.']","Applying glue to the hollow center edges of the star.","A","A) Applying glue to the hollow center edges of the star.","A",100.0,"Action Recognition"
371,"What are the hands doing right now?","['Making creases on a triangular shape.', 'Unfolding a piece of paper.', 'Cutting out shapes from a paper.', 'Painting on the paper.']","Making creases on a triangular shape.","A","C) Cutting out shapes from a paper.","C",0.0,"Action Recognition"
371,"What is the person doing right now?","['Adjusting the blue paper strip for a tight fit.', 'Applying glue to the paper pieces.', 'Cutting a new strip of paper.', 'Stacking finished paper structures to the side.']","Adjusting the blue paper strip for a tight fit.","A","A) Adjusting the blue paper strip for a tight fit.","A",100.0,"Action Recognition"
372,"What is the main subject of the comparison shown right now?","['The gadgets on the shelves.', 'The MediaTek 天玑 9000 chip and another chip labeled Snapdragon 8 Gen 1.', ""The person's hand gestures and facial expressions."", 'The blue wall with shelves in the background.']","The MediaTek 天玑 9000 chip and another chip labeled Snapdragon 8 Gen 1.","B","B) The MediaTek 天玑 9000 chip and another chip","B",100.0,"Text-Rich Understanding"
372,"What is the label of the highlighted central block in the GPU section right now?","['A510 1.8GHz.', 'G710MC10.', 'X2 3.05GHz.', 'A710 2.85GHz.']","G710MC10.","B","B) G710MC10.","B",100.0,"Text-Rich Understanding"
372,"What are the performance values shown for the device labeled 天玑9000 right now?","['42 and 115.', '43 and 100.', '100 and 42.', '42 and 100.']","42 and 100.","D","D) 42 and 100.","D",100.0,"Text-Rich Understanding"
372,"What is the average frame rate and power consumption for the 骁龙8 Gen1 device right now?","['59 fps/3.9W.', '59 fps/4.8W.', '58 fps/6.3W.', '48 fps/5.1W.']","58 fps/6.3W.","C","C) 58 fps/6.3W.","C",100.0,"Text-Rich Understanding"
372,"Which symbol is NOT displayed across the screen right now?","['Thumbs-up icon.', 'forward icon.', 'Star.', 'Heart.']","Heart.","D","D) Heart.","D",100.0,"Text-Rich Understanding"
373,"Where is the white sign with the number 50 right now?","['At the front of the road.', 'At the back of the road.', 'On the left side of the road.', 'On the right side of the road.']","On the right side of the road.","D","D) On the right side of the road.","D",100.0,"Spatial Understanding"
373,"What is located on the left side of the road while the cyclists are passing right now?","['A coffee shop.', 'A National Championships banner.', 'A grocery store.', 'A bank.']","A bank.","D","D) A bank.","D",100.0,"Spatial Understanding"
373,"What is located on the right side of the road right now","['A coffee shop.', 'A bank.', 'A cafe.', 'A brown building.']","A brown building.","D","D) A brown building.","D",100.0,"Spatial Understanding"
373,"Where is the boxley building located right now?","['On the left side.', 'Directly ahead.', 'Behind the cyclist.', 'On the right side.']","On the right side.","D","D) On the right side.","D",100.0,"Spatial Understanding"
373,"What is the positioning of the cyclist with number '901' right now?","['At the front of the group.', 'In the middle of the group.', 'On the left side of the group.', 'At the back of the group.']","At the back of the group.","D","D) At the back of the group.","D",100.0,"Spatial Understanding"
374,"Which of the following options best summarizes the content of the video just shown?","['An individual selects a burger bun, prepares the toppings, and hands it to a customer.', 'An individual uses a deep fryer to cook a basket of fries, then serves them with extra condiments.', 'An individual picks up a hamburger bun, assembles it with cheese.', 'An individual sets up a drink machine and serves multiple beverages to waiting customers.']","An individual picks up a hamburger bun, assembles it with cheese.","C","A) An individual selects a burger bun, prepares the toppings, and hands it","A",0.0,"Clips Summarize"
374,"Which of the following options best summarizes the content of the video just shown?","['An individual cleans the workspace, organizes ingredients, and prepares a station for making desserts.', 'An individual assembles multiple burgers by adding lettuce, cheese, and pickles, then places the patties on the buns.', 'An individual prepares sandwiches by slicing bread, spreading mayonnaise, adding lettuce and tomato, and topping with cheese.', 'An individual prepares a pasta dish by boiling noodles, adding sauce, and arranging it on plates.']","An individual assembles multiple burgers by adding lettuce, cheese, and pickles, then places the patties on the buns.","B","B)","B",100.0,"Clips Summarize"
374,"Which of the following options best summarizes the content of the video just shown?","['An individual prepares a burger by toasting buns, adding sauce and pickles, and placing cheese slices on each bun.', 'An individual fries patties, adds ketchup and lettuce, and places them in a to-go box.', 'An individual wraps sandwiches, adds mustard and onions, and organizes them on a tray.', 'An individual makes an ice cream sundae by scooping ice cream, adding toppings, and serving it.']","An individual prepares a burger by toasting buns, adding sauce and pickles, and placing cheese slices on each bun.","A","A)","A",100.0,"Clips Summarize"
374,"Which of the following options best summarizes the actions taken just now?","['An individual cleans the workspace, organizes ingredients, and sets up a drink machine.', 'An individual prepares a burger by assembling the bun, adding cheese, onions, and organizing the station with necessary toppings.', 'An individual slices vegetables for a salad, arranges them on a plate, and prepares the dressing.', 'An individual checks kitchen equipment, prepares a pasta dish, and serves it to customers.']","An individual prepares a burger by assembling the bun, adding cheese, onions, and organizing the station with necessary toppings.","B","B) An individual prepares a burger by assembling the bun, adding cheese, onions","B",100.0,"Clips Summarize"
374,"Which of the following options best summarizes the content of the video just shown?","['An individual prepares a burger by selecting buns, adding ketchup, mustard, pickles, and a slice of cheese.', 'An individual assembles a taco by choosing toppings, adding salsa, and wrapping it tightly.', 'An individual makes a hot dog by grilling the sausage, placing it in a bun, and adding ketchup and mustard.', 'An individual prepares a salad by chopping vegetables, adding dressing, and tossing the ingredients.']","An individual prepares a burger by selecting buns, adding ketchup, mustard, pickles, and a slice of cheese.","A","A)","A",100.0,"Clips Summarize"
375,"Which of the following best summarizes the actions taken by the individual just now?","['The individual prepared a cocktail, straining it into a glass and adding a garnish.', 'The individual prepared a cold brew coffee, pouring it into a glass and adding ice cubes.', 'The individual set the table with cutlery and plates, then folded napkins.', 'The individual poured a hot coffee, added milk and sugar, and stirred it before serving.']","The individual prepared a cocktail, straining it into a glass and adding a garnish.","A","A) The individual prepared a cocktail, straining it into a glass and adding","A",100.0,"Clips Summarize"
375,"Which of the following best summarizes the actions taken by the individual just now?","['The individual cleaned the glasses, added garnishes, and served them to the customers.', 'The individual scooped ice into glasses.', 'The individual wiped down the counter, refilled condiment containers, and organized the bar area.', 'The individual prepared different cocktails, added straws and stirrers, and placed them on the counter.']","The individual scooped ice into glasses.","B","B) The individual scooped ice into glasses.","B",100.0,"Clips Summarize"
